Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","276","Germany","5610","Import Quantity","02111","Cattle","2016","2016","tonnes","18087","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5610","Import Quantity","02111","Cattle","2017","2017","tonnes","22382","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5610","Import Quantity","02111","Cattle","2018","2018","tonnes","17883","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5610","Import Quantity","02111","Cattle","2019","2019","tonnes","11466","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5610","Import Quantity","02111","Cattle","2020","2020","tonnes","12787","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1961","1961","1000 US$","92686","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1962","1962","1000 US$","78420","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1963","1963","1000 US$","79990","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1964","1964","1000 US$","80660","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1965","1965","1000 US$","138230","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1966","1966","1000 US$","85372","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1967","1967","1000 US$","32900","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1968","1968","1000 US$","40774","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1969","1969","1000 US$","61636","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1970","1970","1000 US$","47321","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1971","1971","1000 US$","34970","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1972","1972","1000 US$","58198","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1973","1973","1000 US$","55676","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1974","1974","1000 US$","57539","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1975","1975","1000 US$","68153","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1976","1976","1000 US$","65398","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1977","1977","1000 US$","78016","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1978","1978","1000 US$","97914","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1979","1979","1000 US$","121894","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1980","1980","1000 US$","118291","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1981","1981","1000 US$","83741","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1982","1982","1000 US$","82385","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1983","1983","1000 US$","87347","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1984","1984","1000 US$","85779","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1985","1985","1000 US$","78830","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1986","1986","1000 US$","91415","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1987","1987","1000 US$","141472","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1988","1988","1000 US$","173977","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1989","1989","1000 US$","152615","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1990","1990","1000 US$","171827","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1991","1991","1000 US$","118016","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1992","1992","1000 US$","203712","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1993","1993","1000 US$","120057","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1994","1994","1000 US$","125689","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1995","1995","1000 US$","82713","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1996","1996","1000 US$","60037","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1997","1997","1000 US$","65101","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1998","1998","1000 US$","66108","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","1999","1999","1000 US$","55510","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2000","2000","1000 US$","54603","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2001","2001","1000 US$","29275","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2002","2002","1000 US$","36128","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2003","2003","1000 US$","58886","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2004","2004","1000 US$","58273","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2005","2005","1000 US$","60680","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2006","2006","1000 US$","73986","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2007","2007","1000 US$","79432","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2008","2008","1000 US$","93894","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2009","2009","1000 US$","122196","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2010","2010","1000 US$","100830","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2011","2011","1000 US$","120661","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2012","2012","1000 US$","99022","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2013","2013","1000 US$","94929","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2014","2014","1000 US$","82161","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2015","2015","1000 US$","55537","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2016","2016","1000 US$","53485","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2017","2017","1000 US$","69191","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2018","2018","1000 US$","57367","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2019","2019","1000 US$","35718","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5622","Import Value","02111","Cattle","2020","2020","1000 US$","40299","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1961","1961","Head","11400","E","Estimated value"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1962","1962","Head","12100","E","Estimated value"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1963","1963","Head","55100","E","Estimated value"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1964","1964","Head","139100","E","Estimated value"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1965","1965","Head","122800","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1966","1966","Head","155218","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1967","1967","Head","403456","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1968","1968","Head","498046","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1969","1969","Head","599269","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1970","1970","Head","676222","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1971","1971","Head","689680","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1972","1972","Head","800373","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1973","1973","Head","818059","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1974","1974","Head","536163","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1975","1975","Head","675126","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1976","1976","Head","639183","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1977","1977","Head","487476","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1978","1978","Head","517700","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1979","1979","Head","526353","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1980","1980","Head","539116","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1981","1981","Head","626688","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1982","1982","Head","686965","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1983","1983","Head","668308","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1984","1984","Head","613977","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1985","1985","Head","558290","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1986","1986","Head","602789","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1987","1987","Head","531962","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1988","1988","Head","483840","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1989","1989","Head","566503","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1990","1990","Head","572456","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1991","1991","Head","892277","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1992","1992","Head","638625","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1993","1993","Head","483146","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1994","1994","Head","609709","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1995","1995","Head","590427","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1996","1996","Head","527455","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1997","1997","Head","734639","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1998","1998","Head","735638","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","1999","1999","Head","648084","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2000","2000","Head","580826","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2001","2001","Head","443413","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2002","2002","Head","625350","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2003","2003","Head","727790","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2004","2004","Head","831802","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2005","2005","Head","657746","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2006","2006","Head","587502","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2007","2007","Head","539608","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2008","2008","Head","491725","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2009","2009","Head","587985","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2010","2010","Head","635483","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2011","2011","Head","662683","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2012","2012","Head","620524","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2013","2013","Head","627805","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2014","2014","Head","758846","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2015","2015","Head","817369","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2016","2016","Head","827024","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2017","2017","Head","865523","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2018","2018","Head","841118","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2019","2019","Head","817675","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5908","Export Quantity","02111","Cattle","2020","2020","Head","760612","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2014","2014","tonnes","97771","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2015","2015","tonnes","107756","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2016","2016","tonnes","107284","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2017","2017","tonnes","116182","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2018","2018","tonnes","106535","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2019","2019","tonnes","103459","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5910","Export Quantity","02111","Cattle","2020","2020","tonnes","94518","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1961","1961","1000 US$","3380","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1962","1962","1000 US$","3450","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1963","1963","1000 US$","13840","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1964","1964","1000 US$","18820","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1965","1965","1000 US$","15380","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1966","1966","1000 US$","22667","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1967","1967","1000 US$","52796","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1968","1968","1000 US$","56493","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1969","1969","1000 US$","78265","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1970","1970","1000 US$","103414","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1971","1971","1000 US$","132610","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1972","1972","1000 US$","233455","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1973","1973","1000 US$","261365","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1974","1974","1000 US$","149558","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1975","1975","1000 US$","297009","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1976","1976","1000 US$","231991","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1977","1977","1000 US$","185727","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1978","1978","1000 US$","234174","I","Imputed value"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1979","1979","1000 US$","268784","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1980","1980","1000 US$","302968","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1981","1981","1000 US$","328274","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1982","1982","1000 US$","342446","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1983","1983","1000 US$","326126","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1984","1984","1000 US$","260106","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1985","1985","1000 US$","249427","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1986","1986","1000 US$","353708","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1987","1987","1000 US$","346167","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1988","1988","1000 US$","338536","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1989","1989","1000 US$","435819","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1990","1990","1000 US$","401066","T","Unofficial figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1991","1991","1000 US$","477267","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1992","1992","1000 US$","405490","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1993","1993","1000 US$","346002","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1994","1994","1000 US$","485227","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1995","1995","1000 US$","466893","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1996","1996","1000 US$","333789","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1997","1997","1000 US$","326100","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1998","1998","1000 US$","373878","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","1999","1999","1000 US$","292819","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2000","2000","1000 US$","245755","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2001","2001","1000 US$","124499","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2002","2002","1000 US$","201837","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2003","2003","1000 US$","290111","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2004","2004","1000 US$","372571","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2005","2005","1000 US$","313309","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2006","2006","1000 US$","344733","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2007","2007","1000 US$","328702","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2008","2008","1000 US$","287218","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2009","2009","1000 US$","303740","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2010","2010","1000 US$","332000","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2011","2011","1000 US$","414555","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2012","2012","1000 US$","314412","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2013","2013","1000 US$","288566","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2014","2014","1000 US$","363097","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2015","2015","1000 US$","363127","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2016","2016","1000 US$","348303","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2017","2017","1000 US$","430613","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2018","2018","1000 US$","404480","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2019","2019","1000 US$","335349","A","Official figure"
"TCL","Crops and livestock products","276","Germany","5922","Export Value","02111","Cattle","2020","2020","1000 US$","285957","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1961","1961","Head","159400","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1962","1962","Head","102200","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1963","1963","Head","140100","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1964","1964","Head","147638","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1965","1965","Head","101400","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1966","1966","Head","74741","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1967","1967","Head","156640","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1968","1968","Head","135300","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1969","1969","Head","128625","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1970","1970","Head","162707","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1971","1971","Head","93146","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1972","1972","Head","99820","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1973","1973","Head","98213","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1974","1974","Head","92702","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1975","1975","Head","86187","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1976","1976","Head","88545","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1977","1977","Head","141915","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1978","1978","Head","119867","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1979","1979","Head","157972","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1980","1980","Head","78164","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1981","1981","Head","108102","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1982","1982","Head","63632","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1983","1983","Head","24258","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1984","1984","Head","33544","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1985","1985","Head","24442","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1986","1986","Head","13756","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1987","1987","Head","17813","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1988","1988","Head","28973","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1989","1989","Head","23598","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1990","1990","Head","5551","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1991","1991","Head","1694","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1992","1992","Head","9325","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1993","1993","Head","12180","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1994","1994","Head","31018","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1995","1995","Head","23714","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1996","1996","Head","11798","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1997","1997","Head","621","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1998","1998","Head","566","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","1999","1999","Head","378","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","2000","2000","Head","1578","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","2001","2001","Head","744","A","Official figure"
"TCL","Crops and livestock products","372","Ireland","5608","Import Quantity","02111","Cattle","2002","2002","Head","2073","A","Official figure"
